Date,Open,High,Low,Close,Volume,Adj Close,SMA_5,SMA_10,SMA_20,SMA_60,SMA_260,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,Momentum_5,Momentum_10,ROC_10,Volatility_20,Volatility_60,ATR_14,RSI_14,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Return_1,Return_5,Return_10,Target
2026-01-12 09:30:00,150.08491760630753,150.15833419368266,150.05411985486754,150.113911763991,27639,150.113911763991,150.08961802323154,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.113911763991,150.113911763991,0.0,0.0,0.0,-0.05070490748391876,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-0.0001590088834069192,-0.000337776205336926,-0.0007916972517774123,0
2026-01-12 09:31:00,150.113911763991,150.17877913195002,150.0714270471089,150.09004231849758,37544,150.09004231849758,150.08961802323154,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.1102395416074,150.11214365691743,-0.0019041153100261,-0.00038082306200522,-0.00152329224802088,-0.05070490748391876,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-0.0001590088834069192,-0.000337776205336926,-0.0007916972517774123,0
2026-01-12 09:32:00,150.09004231849758,150.09501171280337,150.00158513528055,150.07399795526507,44178,150.07399795526507,150.08961802323154,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.10466391293934,150.1093180493876,-0.004654136448266399,-0.001235485739257456,-0.003418650709008943,-0.05070490748391876,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-0.00010689825244014628,-0.000337776205336926,-0.0007916972517774123,0
2026-01-12 09:33:00,150.07399795526507,150.1547360862944,150.0244487934677,150.08625993825277,12124,150.08625993825277,150.08961802323154,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.10183253221834,150.1076100411554,-0.0057775089370579735,-0.0021438903788175596,-0.003633618558240414,-0.05070490748391876,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,8.170624595038589e-05,-0.000337776205336926,-0.0007916972517774123,0
2026-01-12 09:34:00,150.08625993825277,150.1172738531679,150.06917007104485,150.08387814015128,31791,150.08387814015128,150.08961802323154,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.09907031805417,150.1058521225625,-0.006781804508335654,-0.0030714732047211787,-0.003710331303614475,-0.05070490748391876,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-1.5869527979828213e-05,-0.000337776205336926,-0.0007916972517774123,0
2026-01-12 09:35:00,150.08387814015128,150.1347813989624,150.03125767894957,150.0632068565071,24121,150.0632068565071,150.07947704173475,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.09355286243155,150.1026932139658,-0.009140351534256297,-0.0042852488706282025,-0.004855102663628094,-0.05070490748391876,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-0.00013773153985863207,-0.000337776205336926,-0.0007916972517774123,0
2026-01-12 09:36:00,150.0632068565071,150.11610489527533,149.96851645482639,150.04079637179402,19380,150.04079637179402,150.06962785239404,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.08543647925654,150.0981082626938,-0.012671783437269823,-0.005962555783956527,-0.006709227653313297,-0.049245946703564414,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-0.0001493403025466522,-0.0003281093531778412,-0.0007916972517774123,0
2026-01-12 09:37:00,150.04079637179402,150.07373345534603,150.0152784279854,150.02216843254755,36453,150.02216843254755,150.05926194785053,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.075702933609,150.09248309009038,-0.01678015648138853,-0.008126075923442928,-0.008654080557945603,-0.05182952271752583,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-0.0001241524951675066,-0.0003453597786671203,-0.0007916972517774123,1
2026-01-12 09:38:00,150.02216843254755,150.03798142357556,149.996015175765,150.00305323758795,45139,150.00305323758795,150.04262060771757,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.06452605729805,150.08585865657167,-0.02133259927362019,-0.010767380593478381,-0.010565218680141809,-0.08320670066481739,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,-0.0001274158023398808,-0.0005543925253320703,-0.0007916972517774123,1
2026-01-12 09:39:00,150.00305323758795,150.0643391111004,149.99353350279932,150.0141202700482,42245,150.0141202700482,150.02866903369699,150.05914352846426,150.0567883979376,150.14794783483538,150.44513492886304,150.05677132079808,150.08054470201438,-0.02377338121630146,-0.013368580718042998,-0.010404800498258461,-0.06975787010307499,-0.11884477139710725,-0.0791697251777403,0.03318301437545247,0.1062901827198741,0.09715013274371286,46.22638070271918,150.0567883979376,150.1231544266885,149.9904223691867,0.13273205750181205,0.0,7.377871464209207e-05,-0.0004647925611166448,-0.0007916972517774123,1
