Entry_Date,Exit_Date,Ticker,Confidence,Decile,Entry_Price,Exit_Price,Return_Pct,Win
2020-01-02,2020-01-09,SO,0.5680364431772325,D7,49.670040130615234,50.17769241333008,1.0220492703043815,True
2020-01-02,2020-01-09,MGM,0.5679896814238287,D7,33.37964630126953,33.161476135253906,-0.653602390050867,False
2020-01-02,2020-01-09,BWA,0.5679364021657705,D7,35.285606384277344,33.66382598876953,-4.59615282743292,False
2020-01-02,2020-01-09,WRB,0.5677080194426088,D7,26.996337890625,26.843664169311523,-0.5655349326713521,False
2020-01-02,2020-01-09,VFC,0.5675575626357555,D7,82.51983642578125,78.85614013671875,-4.439776480116564,False
2020-01-03,2020-01-10,AVB,0.5871641158212492,D7,169.68218994140625,169.04959106445312,-0.37281395128833106,False
2020-01-03,2020-01-10,ADI,0.5868256992344536,D7,106.22570037841797,106.45915222167969,0.2197696437209462,True
2020-01-03,2020-01-10,APD,0.5867632565791022,D7,195.37628173828125,200.56326293945312,2.654867394866356,True
2020-01-03,2020-01-10,LNT,0.586016797827921,D7,44.4786262512207,45.52858352661133,2.360588363184468,True
2020-01-03,2020-01-10,DD,0.5859109691715748,D7,23.10008430480957,22.189605712890625,-3.9414513813240903,False
2020-01-06,2020-01-13,CLX,0.5861644601031842,D7,128.09567260742188,130.45925903320312,1.8451727350891733,True
2020-01-06,2020-01-13,GPN,0.5860482789555417,D7,179.1865692138672,184.26751708984375,2.835562898641264,True
2020-01-06,2020-01-13,KEYS,0.5859638708225331,D7,100.13999938964844,101.80000305175781,1.6576829161444762,True
2020-01-06,2020-01-13,SEE,0.58593518166112,D7,33.94301223754883,34.55104064941406,1.7913213111728998,True
2020-01-06,2020-01-13,TRV,0.5858080059549787,D7,120.7510757446289,119.94995880126953,-0.6634449742324633,False
2020-01-07,2020-01-14,SCHW,0.5930693115252758,D7,43.80863952636719,43.89143371582031,0.1889905515173318,True
2020-01-07,2020-01-14,LOW,0.5929535215075353,D7,107.21357727050781,107.60791778564453,0.36780837387953014,True
2020-01-07,2020-01-14,CMS,0.5925569911386114,D7,52.0255241394043,53.379005432128906,2.601571661436619,True
2020-01-07,2020-01-14,STE,0.5922284307320148,D7,143.2256317138672,144.52474975585938,0.907042982772488,True
2020-01-07,2020-01-14,KIM,0.5919681744555629,D7,15.251166343688965,15.412675857543945,1.0589977855812505,True
2020-01-08,2020-01-15,EQR,0.5953555919875704,D7,63.44571304321289,65.0873794555664,2.5875135349733958,True
2020-01-08,2020-01-15,NCLH,0.5949301674294681,D7,57.56999969482422,57.540000915527344,-0.052108354100910415,False
2020-01-08,2020-01-15,TER,0.5944735185096065,D7,66.58922576904297,67.41791534423828,1.2444799674793172,True
2020-01-08,2020-01-15,ES,0.594308281035206,D7,66.52912139892578,70.20329284667969,5.522651390092204,True
2020-01-08,2020-01-15,EW,0.593622336904538,D7,77.15333557128906,78.93000030517578,2.3027711254882677,True
2020-01-09,2020-01-16,CHRW,0.586538959280301,D7,68.87167358398438,72.92092895507812,5.879420609920216,True
2020-01-09,2020-01-16,MAA,0.5863981720179018,D7,104.73065948486328,108.26622009277344,3.375860159098054,True
2020-01-09,2020-01-16,SHW,0.5848985787549168,D7,178.75782775878906,184.8730926513672,3.4209774023601813,True
2020-01-09,2020-01-16,IEX,0.5846436141232451,D7,160.98846435546875,163.1068878173828,1.3158852532666465,True
2020-01-09,2020-01-16,HON,0.5845456566150893,D7,148.93646240234375,151.58963012695312,1.7814091202475124,True
2020-01-10,2020-01-17,CE,0.5872529313724417,D7,104.52310943603516,105.04119873046875,0.49566961529272646,True
2020-01-10,2020-01-17,GD,0.5869493786015547,D7,155.31007385253906,158.25808715820312,1.8981468700240756,True
2020-01-10,2020-01-17,DUK,0.5863135221331832,D7,71.23123931884766,73.81459045410156,3.626710920597942,True
2020-01-10,2020-01-17,TRMB,0.5853632848093802,D7,42.099998474121094,44.13999938964844,4.845608050986838,True
2020-01-10,2020-01-17,FANG,0.5848637238711774,D7,72.09443664550781,69.96894836425781,-2.9482001388000834,False
2020-01-13,2020-01-21,BWA,0.5882823599288957,D7,33.22224426269531,32.515743255615234,-2.1265902492728195,False
2020-01-13,2020-01-21,UAL,0.5880906917403544,D7,86.88999938964844,85.79000091552734,-1.2659667186649126,False
2020-01-13,2020-01-21,L,0.5880876505004482,D7,50.809329986572266,50.22420120239258,-1.1516168080435651,False
2020-01-13,2020-01-21,PNR,0.5878692680833202,D7,42.24323654174805,42.95112609863281,1.6757464977504188,True
2020-01-13,2020-01-21,GD,0.5878559892118758,D7,156.7117156982422,159.4761962890625,1.7640548305549064,True
2020-01-14,2020-01-22,STZ,0.5831392141654048,D7,172.82940673828125,173.83473205566406,0.5816864944200084,True
2020-01-14,2020-01-22,GE,0.5831287898935605,D7,58.31637191772461,55.11695861816406,-5.486303750299182,False
2020-01-14,2020-01-22,RTX,0.5830930791913436,D7,82.66560363769531,83.89298248291016,1.4847515667993694,True
2020-01-14,2020-01-22,UNP,0.5828269710493207,D7,158.27264404296875,158.38641357421875,0.07188199321364053,True
2020-01-14,2020-01-22,BEN,0.582078290555059,D7,18.80738067626953,19.26173973083496,2.4158550432209935,True
2020-01-15,2020-01-23,PG,0.578611386546375,D7,108.4691162109375,108.27330780029297,-0.18051996502280732,False
2020-01-15,2020-01-23,PAYC,0.5783310952360506,D7,283.3499755859375,308.5985107421875,8.910724309765229,True
2020-01-15,2020-01-23,HD,0.5781838980836532,D7,194.25350952148438,202.08966064453125,4.033981750111026,True
2020-01-15,2020-01-23,AVGO,0.5781186886745988,D7,26.079452514648438,27.499828338623047,5.446340651425885,True
2020-01-15,2020-01-23,CNP,0.5776097138044717,D7,22.95624351501465,22.896726608276367,-0.25926239499660664,False
2020-01-16,2020-01-24,FMC,0.5765746008523628,D7,83.57213592529297,80.29102325439453,-3.9260844952335505,False
2020-01-16,2020-01-24,STE,0.5751896758088141,D7,146.15576171875,143.4626922607422,-1.8426023212072429,False
2020-01-16,2020-01-24,CI,0.5745530964484128,D7,192.94752502441406,188.42910766601562,-2.3417856009434246,False
2020-01-16,2020-01-24,PG,0.5744863568782899,D7,108.56388092041016,108.40325927734375,-0.14795127228747207,False
2020-01-16,2020-01-24,AMD,0.5744327075729587,D7,49.77000045776367,50.349998474121094,1.1653566626940837,True
2020-01-17,2020-01-27,CI,0.5587944881515627,D7,194.383544921875,182.8862762451172,-5.914733513774895,False
2020-01-17,2020-01-27,IDXX,0.5587571559854349,D7,285.79998779296875,277.30999755859375,-2.970605527291026,False
2020-01-17,2020-01-27,LUV,0.5585430141974274,D7,50.98475646972656,52.13401794433594,2.254127614185575,True
2020-01-17,2020-01-27,MAA,0.558372106352826,D7,108.50917053222656,110.65525817871094,1.977793799324079,True
2020-01-17,2020-01-27,FISV,0.5583297441858899,D7,120.68000030517578,119.30000305175781,-1.1435177742196156,False
2020-01-21,2020-01-28,QRVO,0.5669179503073223,D7,114.87000274658203,113.55999755859375,-1.1404240939023258,False
2020-01-21,2020-01-28,KHC,0.5668874561085764,D7,23.304134368896484,22.642807006835938,-2.8378113153312623,False
2020-01-21,2020-01-28,NWS,0.5666053098873706,D7,13.97857666015625,13.111979484558105,-6.199466488374627,False
2020-01-21,2020-01-28,CB,0.5660461778404574,D7,138.7791748046875,137.16188049316406,-1.1653724802727417,False
2020-01-21,2020-01-28,EIX,0.5658898672714561,D7,59.01465606689453,57.958133697509766,-1.79027116278907,False
2020-01-22,2020-01-29,MPC,0.5747799291240032,D7,46.42155075073242,44.44758224487305,-4.2522674790829385,False
2020-01-22,2020-01-29,JPM,0.574394603763383,D7,116.05604553222656,113.9757308959961,-1.7925086338158924,False
2020-01-22,2020-01-29,ROK,0.5720946065475389,D7,179.48544311523438,176.595703125,-1.6100135699467777,False
2020-01-22,2020-01-29,IP,0.5719356757381324,D7,32.2080192565918,31.38309097290039,-2.5612512123749265,False
2020-01-22,2020-01-29,TEL,0.5714300428959617,D7,89.69181823730469,88.8941421508789,-0.889352119404363,False
2020-01-23,2020-01-30,MAS,0.5676583128215493,D7,44.75401306152344,44.10185241699219,-1.457211543542969,False
2020-01-23,2020-01-30,CRM,0.5672524132521608,D7,181.77145385742188,183.44113159179688,0.9185588270007816,True
2020-01-23,2020-01-30,MMC,0.5665812320479514,D7,104.27174377441406,105.03240966796875,0.7295033784035843,True
2020-01-23,2020-01-30,RHI,0.5665093067781324,D7,52.47566223144531,50.8730354309082,-3.054038257713987,False
2020-01-23,2020-01-30,CBRE,0.5664850252527959,D7,60.84000015258789,61.880001068115234,1.7094032099260303,True
